title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,originalLanguage,publishAt,rating,reviewContext/Meal type,reviewContext/Noise level,reviewContext/Parking,reviewContext/Parking options,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Seating type,reviewContext/Service,reviewContext/Vegetarian options,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,translatedLanguage,visitedIn,reviewImageUrls/2,reviewImageUrls/3,reviewContext/Wait time,reviewImageUrls/4,reviewImageUrls/5,reviewContext/Group size,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewContext/Recommended dishes,reviewContext/Reservation,reviewContext/Dietary restrictions,reviewContext/Kid-friendliness,reviewContext/Special events,reviewContext/Special offers,is_spam,spam_reasons,word_count,char_count
Mother Earth Vegetarian Restaurant 大地之素,2,"Waited 1h for the food to be served and they still missed out 1 order which we had to wait another 20min...Food portion is ok, not too salty.",2024-04-28T13:11:00.530Z,0,Xuan,3,False,,,en,a year ago,,Dinner,,,,,$1–10,,Dine in,,4.0,4.0,1.0,ChdDSUhNMG9nS0VJQ0FnSURqOE5xOWxnRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqOE5xOWxnRRAB!2m1!1s0x0:0xec752a09db915491!3m1!1s2@1:CIHM0ogKEICAgIDj8Nq9lgE%7CCgwI5JW5sQYQ-PWW_QE%7C?hl=en,112994251578107066837,https://lh3.googleusercontent.com/a/ACg8ocJmL_VSBTKIO2I2YLjlk6psMfnR9f7jluJ-hJEZ98yO2DzPFw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/112994251578107066837?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,28,141
Mother Earth Vegetarian Restaurant 大地之素,5,"Multiple visits to this lovely restaurant, good eating environment, superb food and friendly staffs! Will definitely revisit it again even though the price is quite high.",2024-04-25T03:14:02.860Z,0,Jerry Ong,92,True,,,en,Edited a year ago,,Dinner,,,Paid parking lot,Plenty of parking,$20–30,,Dine in,,5.0,5.0,5.0,ChZDSUhNMG9nS0VJQ0FnSUQ1c1pUVER3EAE,https://lh3.googleusercontent.com/geougc-cs/AB3l90B2dCFvd52YpDqsubsFPUsnMpRObP-iQ6kg6lPnSszkua3Gru7VIJya-x0y4tj6M4UhFTECIRLmoOTF5QThZZl4cojM0TKEIdkftQxbWIkqNtOGdhET54wyNy2aRWfVqVsCqA_s,https://lh3.googleusercontent.com/geougc-cs/AB3l90DdUgaChplWGB6uSuVWNyokQUEI0D4HpdCC7tvbtbAJLucE2Z9t03e2jS1yzQO2CRe2You1QXtGqpLYouhsvNtE8lqbvp4TMa7mkECQkC3CuDn8dsOOw8K61r67eiozcP3IxX0SYw,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ1c1pUVER3EAE!2m1!1s0x0:0xec752a09db915491!3m1!1s2@1:CIHM0ogKEICAgID5sZTTDw%7CCgwI-pSnsQYQiO6mmgM%7C?hl=en,110336654627948992336,https://lh3.googleusercontent.com/a/ACg8ocKu5TMaHDCwyuYyb2Y37knUNya7jj_XTDsrLN8b5O12ISQ6GQ9C=s1920-c-rp-mo-ba5-br100,https://www.google.com/maps/contrib/110336654627948992336?hl=en,,,,https://lh3.googleusercontent.com/geougc-cs/AB3l90BitIsDVmcCyeaEPQBaRTcw3NyXvWb1kLFHwYs80U_4_2lpoHSJEvG1PgS7mtRWcxQgIUaynA657MtyWsv-vxjXsX94YzYLGkgWEsa3BAfp1xCqx9Sj4P4xXXSQwHAzqbC-ptDX,https://lh3.googleusercontent.com/geougc-cs/AB3l90BSIbCWoBjp-Nn5_XBlJtHXFgjkLAoBQa-2HQtnzfkbjTBEYSSeguMxFcUqKx4De5nq3M9s7aYZz3kr6Sj-CgqmrPQ0Ta-ORrwnVgPcCDHeIRu8eGXMFOXS1VDtMXOr6jvsN4E,,https://lh3.googleusercontent.com/geougc-cs/AB3l90Cb-GsnwWFuxw0tas7iMJ-bRTCKXZXewK8nMJBRMu4YW1fnGOGhue3P1_7v-0hZnbym_fSJM_zUX_nKh23pNLsmRTJD5cCS9oV7h68zhKMdLN6S0UrqdNjoKqzdgOBYm3skQLXRdg,https://lh3.googleusercontent.com/geougc-cs/AB3l90Dlf2LybzOVTikETWU-j_QTvkRBKyjpikweTWmgxmx0RZmL6F6xuKSrkFraqqLoS0kgOwQqcdV-WMc1hoWH51AnkEHrIQEohPu9MBqsFSmsGiDKx0X5j69jF9EjfbDhLGYo7AU,,https://lh3.googleusercontent.com/geougc-cs/AB3l90DfAiaFn-IIzUW_GTC7WMESNDw6LED5Pd9USfGtITjZgGMv-8BEojiMRnm24x3mg2WJCPARTJ2_53Oqzj6zoeCbGK4GvxTPb0SwOI1XSMT7FDETdo260sdmEC-AEJFCTxkKX0flAQ,https://lh3.googleusercontent.com/geougc-cs/AB3l90DIo0gXdfMFbnTqIrCk0bwCO6M90qwXa32DOa4RveYm4x8IZuGBXbUlWqifA8UaELyYhUANoVMrjJuw6gKnFpi0vh3pRk-BgW4AqYscxkIKGT-I4weP8GG3grcAKJR8FSRTgv9d,https://lh3.googleusercontent.com/geougc-cs/AB3l90BeWald8nLx4S9b3OTodtjTbt_YtfMSEffg2zjPCm1-x-Q-7vERTsvQyP74qvvrtZ1O_mmnMfiu8dMIAltbOy6Wf3VA56cEpr9gL4bC-hemQBLyY6fTnlIybOwxTxzc_Gf7qt9-,,,,,,,,,,False,,26,170
Mother Earth Vegetarian Restaurant 大地之素,4,,2024-04-17T11:32:38.983Z,0,Ong Grace,4,False,,,,a year ago,,,,,,,,,,,3.0,4.0,3.0,ChZDSUhNMG9nS0VJQ0FnSUNqcUt2TEN3EAE,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNqcUt2TEN3EAE!2m1!1s0x0:0xec752a09db915491!3m1!1s2@1:CIHM0ogKEICAgICjqKvLCw%7CCgwI1ub-sAYQ2Prz1AM%7C?hl=en,104503907203168147642,https://lh3.googleusercontent.com/a/ACg8ocLS0ej0hbnUydPBUkzJE-F6IUMlBIN0NWxl5d9Ydp2fVVhzjg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/104503907203168147642?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Mother Earth Vegetarian Restaurant 大地之素,5,,2024-03-31T11:03:14.016Z,0,PY Ling,7,False,,,,a year ago,,Dinner,,,,,$30–40,,Dine in,,5.0,5.0,5.0,ChZDSUhNMG9nS0VJQ0FnSUNEN2Z5bllnEAE,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNEN2Z5bllnEAE!2m1!1s0x0:0xec752a09db915491!3m1!1s2@1:CIHM0ogKEICAgICD7fynYg%7CCgsI8oWlsAYQgKmECA%7C?hl=en,115416029566103186831,https://lh3.googleusercontent.com/a/ACg8ocLw4WcaoU0BeIFTXq1lECFX1pfCJEd_vSXGcCp-ObMDVZr7=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/115416029566103186831?hl=en,,,,,,,,,,,,,,,,"Olive Fried Rice, Vege Crab Meat Sauce Bun",,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Mother Earth Vegetarian Restaurant 大地之素,5,Go to vege restaurant if you are vegan/vegetarian after Onsen at Joya. Delicious food with many varieties,2024-03-16T10:04:12.036Z,0,ソーフリノ,18,True,,,en,a year ago,,,,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQ5bHAzbEpREAE,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5bHAzbEpREAE!2m1!1s0x0:0xec752a09db915491!3m1!1s2@1:CIHM0ogKEICAgID9lp3lJQ%7CCgsInN3VrwYQsP2bEQ%7C?hl=en,113016279994969134534,https://lh3.googleusercontent.com/a-/ALV-UjU4n1JYQsHOtQSdCWyn4Mp6-b72JMxN2pIh9zA5jW1E4G_ntcJMQQ=s1920-c-rp-mo-ba2-br100,https://www.google.com/maps/contrib/113016279994969134534?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,17,105
JING RAN RESTAURANT 第二家园餐馆,5,,2025-08-23T07:37:29.731Z,0,உங்கள் தமிழன்,3,True,,,,4 days ago,,,,,,,,,,,,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT21KWVgweEJPVWRNVTFBdGVERm5ZVkJXYVRSRE9WRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KWVgweEJPVWRNVTFBdGVERm5ZVkJXYVRSRE9WRRAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CAIQACodChtycF9oOmJYX0xBOUdMU1AteDFnYVBWaTRDOVE%7C0ceLytfaiGl%7C?hl=en,110365547568221118486,https://lh3.googleusercontent.com/a-/ALV-UjXwacyqGxs05MHlFFt2srNqxJ8ONsQhtJNGdwIyB6PoW-qKx-Ja=s1920-c-rp-mo-ba2-br100,https://www.google.com/maps/contrib/110365547568221118486?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
JING RAN RESTAURANT 第二家园餐馆,5,Food portion is good for the price. Chicken skin skewers where amazing.,2025-08-02T01:00:15.989Z,0,Terence Tay Peh Joo,25,True,,,en,3 weeks ago,,,Moderate noise,,,,$30–40,,,,4.0,5.0,4.0,Ci9DQUlRQUNvZENodHljRjlvT2tkd1dtZ3lZVnBuVDJoVE56RkNTVE54ZFdVd05YYxAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90CtnMiBmZN049HosZFbs_3RRystOkxnZJ3SNapqtLG8c6zRqsmP8eAYHI6pfigQwnrXD89xI1SSllxaav4h4oD3stxihlkQGVlGHV0YitBl9Mo5HCPjNKNykPVUuAzlvn40CbaSmwmXTxKt,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkd1dtZ3lZVnBuVDJoVE56RkNTVE54ZFdVd05YYxAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CAIQACodChtycF9oOkdwWmgyYVpnT2hTNzFCSTNxdWUwNXc%7C0cYLBUuwrpw%7C?hl=en,100493923342676211837,https://lh3.googleusercontent.com/a/ACg8ocJIx5Mb1LQtdYQdWbqZOctI1h7Ly6NFjee-75UuntuLcVAmqWw=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/100493923342676211837?hl=en,,,,,,,,,,,,,,,,燒烤,Reservations not required,,,,,False,,12,71
JING RAN RESTAURANT 第二家园餐馆,3,,2025-07-28T12:18:45.904Z,0,Boo Terence,7,False,,,,4 weeks ago,,,,,,,,"Indoor dining area, Private dining room",,,3.0,2.0,3.0,Ci9DQUlRQUNvZENodHljRjlvT2xSaVpFdzVVblZEUWtOWVZqZFNkRTFVWnpOQldFRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSaVpFdzVVblZEUWtOWVZqZFNkRTFVWnpOQldFRRAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CAIQACodChtycF9oOlRiZEw5UnVDQkNYVjdSdE1UZzNBWEE%7C0cWqe_pvx0W%7C?hl=en,108701335254380541905,https://lh3.googleusercontent.com/a/ACg8ocKxnH-q5eNx7x50zGweIgks6ivd0BY6xGGjU844FYIHFvH1Gw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/108701335254380541905?hl=en,,,,,,No wait,,,Suitable for all group sizes,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
JING RAN RESTAURANT 第二家园餐馆,5,,2025-07-10T12:45:48.982Z,0,Enixz Ng,2,True,,,,a month ago,,,,,,,$20–30,,,,5.0,5.0,4.0,Ci9DQUlRQUNvZENodHljRjlvT2xGeFkzZHpURFZxVW1OUFptTlRRbGRwWW5ZemNtYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGeFkzZHpURFZxVW1OUFptTlRRbGRwWW5ZemNtYxAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CAIQACodChtycF9oOlFxY3dzTDVqUmNPZmNTQldpYnYzcmc%7C0cQvMwuYNZI%7C?hl=en,103535679912322877735,https://lh3.googleusercontent.com/a-/ALV-UjWEFwnp3D5tyYxgUEuEut83HWN4wPM94w-e6lXNcKmS0mh8aG02=s1920-c-rp-mo-ba2-br100,https://www.google.com/maps/contrib/103535679912322877735?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
JING RAN RESTAURANT 第二家园餐馆,4,Good environment and the staff here are friendly.,2025-06-27T04:47:16.658Z,0,Percy,175,True,,,en,2 months ago,,Lunch,,,Paid parking lot,Plenty of parking,$20–30,,Dine in,,4.0,4.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT21GSWIxaG9SMUZLV1dKU1pqaFdiVkZzVjFWWE5IYxAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90DcmbSXlaH7UCchdl66hn9W5KjyBsr6xq9ugZDKoLcqoCJnlN5kDmdcRKn4pObaXwOv2vvjn2Kx6CbKXY23u8vNCM-CbQYoDgnNxo6hNztxZy2hM7cuoySEV3A5xhBHCC2nVmaJY9E2cA_P,https://lh3.googleusercontent.com/geougc-cs/AB3l90BXEgpgunlEbv5r1PotYbkdmEl_BcX9Dnmcfc3LmartHA-4_pJSNGTlU8zFz8CGtVmisj0V98Q847K46OVxyto0-m11C7ng-ETRqjVqCLtmvAPBpTp7hUjVYUZQ6xEsndUWkieZ33zvkhyr,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GSWIxaG9SMUZLV1dKU1pqaFdiVkZzVjFWWE5IYxAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CAIQACodChtycF9oOmFIb1hoR1FKWWJSZjhWbVFsV1VXNHc%7C0cMX8JbGOSo%7C?hl=en,107417108278017716723,https://lh3.googleusercontent.com/a-/ALV-UjUPINsHO4q2jxpmyZWvjWy5qWDDNXQIhmkkgSQMFbA6mTcDvdM=s1920-c-rp-mo-ba5-br100,https://www.google.com/maps/contrib/107417108278017716723?hl=en,,,,https://lh3.googleusercontent.com/geougc-cs/AB3l90Bf_69y7XeZIo-0OLkgTp0M4Z7MKy_Z26Z558EJenMwTU3jCDRtewaQA_HTqEwCBsNCzdezgG5t5JVCOuHMj8U5HTQgpqzdexX83Zot53zNik7VVNDLQOWyrvdZOhn8gdUEYKctAAvQK1k,https://lh3.googleusercontent.com/geougc-cs/AB3l90A41npItMa-BH7sjRCuzsZCKsnNFw4oS9NmPncMMWi9po8_qQycDq-3eczxrHktY8wrAiC8x72nRxMUxXVSlWBanLujFIwJwowhQiNl5QgboC21Arxoy-rW8ZGjX1VN-yaqx-az-cgwmFLI,No wait,https://lh3.googleusercontent.com/geougc-cs/AB3l90BA6qka-BMxFbvbmXTsteidw5f2NOWE_QIDVoU8P1vQpYgGd0WjYbKoRT4CVjUbbac1yeUjqg-D7erJ0W8f70alFlrasmfKvdlC4gSXv2ugbwHX8wIyynBnL4apSSwbSYi4pdQ-mqdrfRvZ,,,,,,,,,,,,,,,True,Too few words (8 < 10); Too few characters (49 < 50),8,49
JING RAN RESTAURANT 第二家园餐馆,5,"このお店は料理も接客も丁寧で大好き❤
いつも美味しい！！
よだれ鶏、ピータン、水餃子、チャーハン全部美味しかった！
青島の生ビールが最高❤️しっかりビールサーバーも洗浄してるのが伝わってくる✨",2025-06-21T13:20:10.992Z,0,m5306,139,True,,,ja,2 months ago,,,Moderate noise,,,,$20–30,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2xKTmQzUktTR0p6VGtnd2FYUlBWMDg0U3kxVlVGRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xKTmQzUktTR0p6VGtnd2FYUlBWMDg0U3kxVlVGRRAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CAIQACodChtycF9oOlJNd3RKSGJzTkgwaXRPV084Sy1VUFE%7C0cKf59vAhwM%7C?hl=en,103657510418450224166,https://lh3.googleusercontent.com/a-/ALV-UjVgxmS-d-Vhzeqjz_p2KRjoXgsrbmckYUwwqR7bZHqt2u8t68L7=s1920-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/103657510418450224166?hl=en,"I love this restaurant because the food and service are both polite ❤

It's always delicious!!

The chicken, century egg, boiled dumplings, and fried rice were all delicious!

The Qingdao draft beer is the best ❤️You can tell they clean the beer servers thoroughly ✨",en,,,,,,,,,,,,,,,,,,,,True,Too few words (4 < 10),4,96
JING RAN RESTAURANT 第二家园餐馆,4,Came here with colleagues and they gave us a private room. Good for business discussions or small groups who want privacy. Food was not bad. The serving was huge and the price is pretty reasonable.,2025-06-19T06:48:01.561Z,0,Alan Tan,558,True,,,en,2 months ago,,,,,,,$10–20,,,,3.0,4.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2s4dE5FUXhaR2hPYld4WVVXOWhjVGRaYWs5aGRrRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s4dE5FUXhaR2hPYld4WVVXOWhjVGRaYWs5aGRrRRAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CAIQACodChtycF9oOk8tNEQxZGhObWxYUW9hcTdZak9hdkE%7C0cJv9WWTZbW%7C?hl=en,103801214611209064283,https://lh3.googleusercontent.com/a-/ALV-UjUqOkQAy5TCUpHEtjF56vXMJ_I6MCpkmeP8MJQEwJSkUsXklzBC=s1920-c-rp-mo-ba6-br100,https://www.google.com/maps/contrib/103801214611209064283?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,35,197
JING RAN RESTAURANT 第二家园餐馆,5,West side this is the best restaurant food was nice and cheap atmosphere also good will go again.,2025-06-09T00:23:05.270Z,0,Teo Jeffery,3,False,,,en,2 months ago,,,,,,,,,,,5.0,5.0,5.0,ChdDSUhNMG9nS0VKRDkxOGFyME9EbjB3RRAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90CSS8Y_zxBxcvT0SkmuJwVSafUIXeEIhONGazyIWaLONMBSHqbCVE-WYocJev8cMxLhJvvHGct4DeVB3brtpN0rnGwP8V3HhRmukWtDz-70SYPWQkIxZDRtHtkQjxEur_ZO6vQX,https://lh3.googleusercontent.com/geougc-cs/AB3l90BHS6-sP2zmdG7PGKoTMs2WJUXtuqr493ry-Kaxd0RCc8mRisy84lzNKtemHoqWohMusktC9aG1MownJdt-AgHm8lIJt6_V8j74qqr3j7U3OOawclsfonHD9yh3Cy3jmGh5D_za,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VKRDkxOGFyME9EbjB3RRAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CIHM0ogKEJD918ar0ODn0wE%7CCgwI6dKYwgYQsKPjgAE%7C?hl=en,114156678240334279378,https://lh3.googleusercontent.com/a/ACg8ocLfWXNn8Hz9NU4ew8PSgEz5IzIFnhFnawjQTxy1q4_h3HfFUg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/114156678240334279378?hl=en,,,,https://lh3.googleusercontent.com/geougc-cs/AB3l90B5_KmJcpF6u1Rdr6eiEYkMcIZfj_Rcj7mUqiSfe9YuR4I_r-Wz88Pefqkn5_aXTUH6FFlwe4k68xPahbToqW67vue9Hs6kby8cHFc4KIVlvi-caYwL3M5PLRAGlf2GzKA779JX,https://lh3.googleusercontent.com/geougc-cs/AB3l90A3LzhYrj--zPzwBYBAnbM83semwrVVBuNJIoAvpfYGikKYXd25IitqYqbY3kuSGlCVp2VOZ2zsQa9Hz11v3PAMQybrgOT4ZCUITGt2fnVpC4VlroudcsM9I3WVN_vs2kXNXFSKrQ,,https://lh3.googleusercontent.com/geougc-cs/AB3l90C2LriMH2zobgidLgUuuJk0cbNQGKgubE0W8cbqbJi9z2NJSlPCluUoIej6x99rlzlUfgSYLjKDPycc-jYkAtcgz8xugCgnsAjer2Ho_CZzQ64IgHuFxt-6OyHw7a-sSzmtKB0,https://lh3.googleusercontent.com/geougc-cs/AB3l90C84tSYNAHGEkryqVmBuyKZvOLcmZ3-6jMuWlQkVNJVzxZPBIuccauqX6XfmHU3xpph0Z6Os51KQZOff5TZbMzlnDJwLdIJcktqOQ1odXv8zH0LWaMtFSHaH7Y4OCfUSloC6ffc,,https://lh3.googleusercontent.com/geougc-cs/AB3l90BnocxxL4km3WrETJOiXAlHzyB74sM3DzLMmDrr3-oQtANCp_P1TSNx3yOMPQhY0rAwiO0V7DH4BPym3AQUlQlaRMATOYir9Ku_e8tjQOPiFZm3zCdnSwycxs0XHTiYMKc5qCAy,https://lh3.googleusercontent.com/geougc-cs/AB3l90BoOXjJPCza_C_GCvQhEoUiMuq2rs9IAWa7QTbvPA_UE02q0Jmo1v1RjVw4Sg3oxx9NTyes5l2vA6tDfwMADmLIlMRdoK2G8V3eWCksfkPrFU5uVqPpj6Z-H9Z4i8KOYke0g2t8,https://lh3.googleusercontent.com/geougc-cs/AB3l90CDsGsZ_R5t6XIjyn6EuxDz7BDaE2eVITqs2qyq-wI36E5WA4AxDq4rAUw8X3BClnFk5hsAZ8nYeJH9f5hUj5TTuuHjvE0i5pH8LG7nisY-VJIOjvsn0kLF_Gt86EqEXG58t8UsiA,,,,,,,,,,False,,18,97
JING RAN RESTAURANT 第二家园餐馆,4,Authentic Chinese cuisine,2025-05-15T23:38:35.455Z,0,Darren Soon,39,True,,,en,3 months ago,,,,,,,,,,,4.0,5.0,4.0,ChdDSUhNMG9nS0VMU2d6Nm5RdWFIMDR3RRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VMU2d6Nm5RdWFIMDR3RRAB!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CIHM0ogKELSgz6nQuaH04wE%7CCgwI-_WZwQYQkPOt2QE%7C?hl=en,104637921884051453141,https://lh3.googleusercontent.com/a-/ALV-UjWVzvWPMNLOd6u-_COK_rPyFJ5iFEWmZeluiPDC_vzQGWDOPvt4jg=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/104637921884051453141?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (3 < 10); Too few characters (25 < 50),3,25
JING RAN RESTAURANT 第二家园餐馆,5,One of our favourite restaurants. Visited a few times and we loved the food. Good service too!,2025-05-11T04:38:51.798Z,0,HEL,4,False,,,en,3 months ago,,,,,,,$10–20,,,,4.0,5.0,5.0,ChZDSUhNMG9nS0VJeTRwWV9uMWE2SGFREAE,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJeTRwWV9uMWE2SGFREAE!2m1!1s0x0:0x84fdd208f54794bf!3m1!1s2@1:CIHM0ogKEIy4pY_n1a6HaQ%7CCgwI29OAwQYQ6Pjy_AI%7C?hl=en,100026681123283867115,https://lh3.googleusercontent.com/a-/ALV-UjV9tza8xmaOL_CFjI9Toy6hKAhM-ghJuJcrEC6UeXWLj3rP23kI=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/100026681123283867115?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,17,94
